id,year,week,positive_rate,t1,t2,volume,seasonindicator,bsweight,cpl
202047,2020,47,0.000431686,1,1,0.263871229,0,130,1
202048,2020,48,0.000202881,1,1,0.265441437,0,130,1
202049,2020,49,0.000208576,1,1,0.262371868,1,130,1
202050,2020,50,0.00021427,1,1,0.268020201,1,130,1
202051,2020,51,0.000393314,1,1,0.253661958,1,130,0.9675
202052,2020,52,0.000302009,1,1,0.251547493,1,130,0.922
202053,2020,53,0.000302009,1,1,0.249944691,1,130,0.8672
202101,2021,1,0.000210704,1,1,0.22539031,1,130,0.75665
202102,2021,2,0.000219732,1,1,0.203829656,1,130,0.65455
202103,2021,3,0.000845845,1,1,0.189752877,1,130,0.4687
202104,2021,4,0.002444444,1,1,0.185050688,1,130,0.24535
202105,2021,5,0.001244555,1,1,0.178015347,1,130,0.1
202106,2021,6,0.000504414,1,1,0.160642079,1,130,0.1
202107,2021,7,0.000958084,1,1,0.27399364,1,130,0.1
202108,2021,8,0.002177226,1,1,0.277885233,1,130,0.1
202109,2021,9,0.002591233,1,1,0.301273183,1,130,0.1
202110,2021,10,0.004040834,1,1,0.295759302,1,130,0.1
202111,2021,11,0.012306471,1,1,0.300345854,1,270,0.1
202112,2021,12,0.014318804,1,1,0.311880287,1,270,0.1
202113,2021,13,0.022450289,1,1,0.35686431,1,270,0.1
202114,2021,14,0.045602606,1,1,0.347139732,1,270,0.1
202115,2021,15,0.051865009,1,1,0.318035257,1,270,0.1
202116,2021,16,0.075,1,1,0.306299355,0,270,0.1
202117,2021,17,0.069327731,1,1,0.47056099,0,270,0.1
202118,2021,18,0.063620837,1,1,0.448971425,0,270,0.1
202119,2021,19,0.065816536,1,1,0.315960451,0,270,0.1
202120,2021,20,0.08459596,1,1,0.313095184,0,270,0.1
202121,2021,21,0.087523992,1,1,0.306393882,0,270,0.1
202122,2021,22,0.072340426,1,1,0.306250574,0,270,0.1
202123,2021,23,0.069014085,1,1,0.334156133,0,270,0.1
202124,2021,24,0.042995169,1,1,0.32170189,0,270,0.1
202125,2021,25,0.03227459,1,1,0.317786481,0,270,0.1
202126,2021,26,0.016410256,1,1,0.32163204,0,270,0.1
202127,2021,27,0.01129666,1,1,0.35334421,0,270,0.1
202128,2021,28,0.008446739,1,1,0.193023656,0,270,0.1
202129,2021,29,0,1,1,0.307608147,0,270,0.1
202130,2021,30,0,1,1,0.285187583,0,270,0.1
202131,2021,31,0,1,1,0.290616551,0,270,0.1
202132,2021,32,0,1,1,0.297043073,0,270,0.1
202133,2021,33,0,1,1,0.309779763,0,270,0.1
202134,2021,34,0,1,1,0.317047515,0,270,0.1
202135,2021,35,0,1,1,0.320646593,0,270,0.1
202136,2021,36,0,1,1,0.293853692,0,270,0.1
202137,2021,37,0,1,1,0.296868423,0,270,0.1
202138,2021,38,0,1,1,0.304206187,0,270,0.1
202139,2021,39,0,1,1,0.304196003,0,270,0.1
202140,2021,40,0,1,1,0.484431767,0,270,0
202141,2021,41,0,1,1,0.424167951,0,270,0
202142,2021,42,0,1,1,0.294558361,0,270,0
202143,2021,43,0,1,1,0.29513512,0,270,0
202144,2021,44,0,1,1,0.292378817,0,270,0
202145,2021,45,0,1,1,0.286255534,0,270,0
202146,2021,46,0,1,1,0.285225043,0,270,0
202147,2021,47,0,1,1,0.266509941,0,270,0
202148,2021,48,0,1,1,0.268095851,0,270,0
202149,2021,49,0,1,1,0.264995587,1,270,0
202150,2021,50,0,1,1,0.270700403,1,270,0
202151,2021,51,0,1,1,0.256198578,1,270,0
202152,2021,52,0,1,1,0.254062968,1,270,0
202201,2022,1,0,1,1,0.227644213,1,270,0
202202,2022,2,0,1,1,0.205867953,1,270,0
202203,2022,3,0,1,1,0.191650406,1,270,0
202204,2022,4,0,1,1,0.186901195,1,270,0
202205,2022,5,0,1,1,0.1797955,1,270,0
202206,2022,6,0,1,1,0.1622485,1,270,0
202207,2022,7,0,1,1,0.276733576,1,270,0
202208,2022,8,0,1,1,0.280664086,1,270,0
202209,2022,9,0,1,1,0.304285915,1,270,0
202210,2022,10,0,1,1,0.298716895,1,270,0
202211,2022,11,0,1,1,0.303349312,1,270,0
202212,2022,12,0,1,1,0.31499909,1,270,0
202213,2022,13,0,1,1,0.360432953,1,270,0
202214,2022,14,0,1,1,0.350611129,1,270,0
202215,2022,15,0,1,1,0.321215609,1,270,0
202216,2022,16,0,1,1,0.309362348,0,270,0
202217,2022,17,0,1,1,0.4752666,0,270,0
202218,2022,18,0,1,1,0.453461139,0,270,0
202219,2022,19,0,1,1,0.319120055,0,270,0
202220,2022,20,0,1,1,0.316226135,0,270,0
202221,2022,21,0,1,1,0.309457821,0,270,0
202222,2022,22,0,1,1,0.309313079,0,270,0
202223,2022,23,0,1,1,0.337497694,0,270,0
202224,2022,24,0,1,1,0.324918909,0,270,0
202225,2022,25,0,1,1,0.320964346,0,270,0
202226,2022,26,0,1,1,0.32484836,0,270,0
202227,2022,27,0,1,1,0.356877652,0,270,0
202228,2022,28,0,1,1,0.194953893,0,270,0
202229,2022,29,0,1,1,0.310684228,0,270,0
202230,2022,30,0,1,1,0.288039459,0,270,0
202231,2022,31,0,1,1,0.293522717,0,270,0
202232,2022,32,0,1,1,0.300013504,0,270,0
202233,2022,33,0,1,1,0.312877561,0,270,0
202234,2022,34,0,1,1,0.32021799,0,270,0
202235,2022,35,0,1,1,0.323853059,0,270,0
202236,2022,36,0,1,1,0.296792229,0,270,0
202237,2022,37,0,1,1,0.299837107,0,270,0
202238,2022,38,0,1,1,0.307248249,0,270,0
202239,2022,39,0,1,1,0.307237963,0,270,0
202240,2022,40,0,1,1,0.489276085,0,270,0
202241,2022,41,0,1,1,0.428409631,0,270,0
202242,2022,42,0,1,1,0.297503944,0,270,0
202243,2022,43,0,1,1,0.298086471,0,270,0
202244,2022,44,0,1,1,0.295302605,0,270,0
202245,2022,45,0,1,1,0.28911809,0,270,0
202246,2022,46,0,1,1,0.288077294,0,270,0
202247,2022,47,0,1,1,0.269175041,0,270,0
202248,2022,48,0,1,1,0.27077681,0,270,0
202249,2022,49,0,1,1,0.267645543,1,270,0
202250,2022,50,0,1,1,0.273407407,1,270,0
202251,2022,51,0,1,1,0.258760564,1,270,0
202252,2022,52,0,1,1,0.256603597,1,270,0
