date,volume
2020/5/9,54.804166
2020/5/10,60.257221
2020/5/11,57.714443
2020/5/12,57.928333
2020/5/13,56.549724
2020/5/14,53.067222
2020/5/15,61.647778
2020/5/16,61.422778
2020/5/17,61.482778
2020/5/18,57.828056
2020/5/19,57.965277
2020/5/20,59.311944
2020/5/21,57.540556
2020/5/22,60.465
2020/5/23,61.491111
2020/5/24,61.226666
2020/5/25,55.023055
2020/5/26,55.644723
2020/5/27,56.639166
2020/5/28,57.692221
2020/5/29,61.696667
2020/5/30,65.3775
2020/5/31,67.317501
2020/6/1,60.674724
2020/6/2,57.394445
2020/6/3,57.395
2020/6/4,57.27167
2020/6/5,62.154721
2020/6/6,64.719722
2020/6/7,64.749168
2020/6/8,57.666944
2020/6/9,56.730556
2020/6/10,56.734723
2020/6/11,56.542221
2020/6/12,59.460559
2020/6/13,58.996947
2020/6/14,59.311667
2020/6/15,56.511388
2020/6/16,56.859165
2020/6/17,56.710279
2020/6/18,56.218889
2020/6/19,60.845557
2020/6/20,61.501945
2020/6/21,58.479999
2020/6/22,57.001666
2020/6/23,61.955553
2020/6/24,92.341667
2020/6/25,89.904722
2020/6/26,77.975278
2020/6/27,81.294724
2020/6/28,57.113888
2020/6/29,55.1275
2020/6/30,58.630834
2020/7/1,58.308613
2020/7/2,54.032779
2020/7/3,59.784723
2020/7/4,58.145278
2020/7/5,56.097778
2020/7/6,53.658888
2020/7/7,48.127778
2020/7/8,52.785
2020/7/9,58.187778
2020/7/10,61.885001
2020/7/11,58.354166
2020/7/12,58.666668
2020/7/13,55.08861
2020/7/14,55.668889
2020/7/15,56.503055
2020/7/16,57.197223
2020/7/17,61.871945
2020/7/18,80.578612
2020/7/19,78.676943
2020/7/20,57.664999
2020/7/21,56.207221
2020/7/22,59.894998
2020/7/23,59.578611
2020/7/24,64.871109
2020/7/25,67.701392
2020/7/26,67.004167
2020/7/27,60.124167
2020/7/28,61.201388
2020/7/29,61.692223
2020/7/30,62.000001
2020/7/31,69.633888
2020/8/1,74.078054
2020/8/2,73.723611
2020/8/3,64.264999
2020/8/4,63.246667
2020/8/5,64.353886
2020/8/6,64.855833
2020/8/7,72.190554
2020/8/8,76.694999
2020/8/9,78.823055
2020/8/10,68.073332
2020/8/11,67.133609
2020/8/12,68.320832
2020/8/13,68.193056
2020/8/14,75.481667
2020/8/15,81.877502
2020/8/16,83.405556
2020/8/17,69.988332
2020/8/18,68.863886
2020/8/19,69.023612
2020/8/20,69.332221
2020/8/21,76.386943
2020/8/22,81.047499
2020/8/23,82.526388
2020/8/24,70.953889
2020/8/25,72.505003
2020/8/26,73.039723
2020/8/27,72.183888
2020/8/28,80.259444
2020/8/29,86.731664
2020/8/30,84.229722
2020/8/31,69.663611
2020/9/1,64.85611
2020/9/2,63.014723
2020/9/3,66.737779
2020/9/4,72.26111
2020/9/5,78.710555
2020/9/6,75.155554
2020/9/7,63.721943
2020/9/8,63.484168
2020/9/9,63.836666
2020/9/10,63.358611
2020/9/11,71.205
2020/9/12,77.544722
2020/9/13,73.311112
2020/9/14,62.351111
2020/9/15,61.805
2020/9/16,64.970556
2020/9/17,62.359444
2020/9/18,70.548055
2020/9/19,72.462781
2020/9/20,71.275557
2020/9/21,62.60639
2020/9/22,61.920833
2020/9/23,65.6425
2020/9/24,69.185002
2020/9/25,72.481944
2020/9/26,76.97917
2020/9/27,73.668059
2020/9/28,78.077501
2020/9/29,93.106945
2020/9/30,180.337778
2020/10/1,245.674445
2020/10/2,161.613332
2020/10/3,131.845835
2020/10/4,138.692221
2020/10/5,134.501111
2020/10/6,129.629722
2020/10/7,119.440834
2020/10/8,102.123889
2020/10/9,69.604722
2020/10/10,80.211668
2020/10/11,76.865
2020/10/12,69.315554
2020/10/13,67.436944
2020/10/14,65.08611
2020/10/15,63.548886
2020/10/16,68.421666
2020/10/17,73.695277
2020/10/18,75.050277
2020/10/19,66.161111
2020/10/20,64.688611
2020/10/21,64.795279
2020/10/22,66.764724
2020/10/23,74.560831
2020/10/24,77.569165
2020/10/25,77.705554
2020/10/26,66.783333
2020/10/27,65.685831
2020/10/28,65.654722
2020/10/29,65.946943
2020/10/30,73.879722
2020/10/31,76.638612
2020/11/1,76.293056
2020/11/2,66.041388
2020/11/3,65.993334
2020/11/4,66.291944
2020/11/5,66.676389
2020/11/6,74.403057
2020/11/7,78.939723
2020/11/8,79.480555
2020/11/9,67.013888
2020/11/10,66.118612
2020/11/11,67.22139
2020/11/12,67.909167
2020/11/13,75.318613
2020/11/14,80.379721
2020/11/15,81.831111
2020/11/16,68.624723
2020/11/17,64.655556
2020/11/18,63.858887
2020/11/19,64.980278
2020/11/20,72.013613
2020/11/21,70.425279
2020/11/22,69.809722
2020/11/23,61.145277
2020/11/24,59.57889
2020/11/25,59.7
2020/11/26,62.539724
2020/11/27,70.094999
2020/11/28,71.328332
2020/11/29,73.606943
2020/11/30,68.848611
2020/12/1,67.358337
